SOC Code,IWA
11-9121,4.A.3.b.6.I15
11-9121,4.A.1.a.2.I06
11-9121,4.A.3.b.6.I01
11-9121,4.A.4.c.2.I01
11-9121,4.A.2.b.2.I11
11-9121,4.A.4.b.6.I03
11-9121,4.A.1.a.1.I20
11-9121,4.A.2.a.2.I03
11-9121,4.A.3.b.6.I07
11-9121,4.A.1.a.2.I05
11-9131,4.A.4.b.3.I04
11-9131,4.A.4.a.8.I03
11-9131,4.A.3.b.6.I15
11-9131,4.A.4.c.3.I04
11-9131,4.A.4.b.4.I13
11-9131,4.A.4.b.4.I12
11-9131,4.A.4.c.2.I01
11-9131,4.A.2.a.1.I04
11-9131,4.A.4.a.2.I11
11-9131,4.A.4.a.7.I02
11-9131,4.A.4.a.3.I03
11-9141,4.A.4.a.2.I03
11-9141,4.A.2.a.1.I01
11-9141,4.A.4.a.2.I11
11-9141,4.A.4.a.7.I02
11-9141,4.A.4.c.3.I05
11-9141,4.A.2.a.4.I07
11-9141,4.A.3.b.4.I02
11-9141,4.A.4.a.6.I03
11-9141,4.A.4.a.1.I02
11-9141,4.A.4.b.4.I01
11-9141,4.A.4.b.4.I12
11-9141,4.A.3.b.6.I08
11-9141,4.A.2.a.1.I04
11-9141,4.A.2.a.4.I11
11-9141,4.A.4.b.4.I10
11-9141,4.A.1.b.2.I05
11-9141,4.A.4.b.4.I09
11-9141,4.A.4.a.8.I03
11-9141,4.A.3.b.6.I01
11-9141,4.A.3.b.6.I13
11-9151,4.A.4.b.4.I07
11-9151,4.A.2.a.4.I02
11-9151,4.A.4.a.2.I11
11-9151,4.A.1.a.1.I23
11-9151,4.A.1.a.1.I14
11-9151,4.A.2.a.1.I02
11-9151,4.A.4.a.6.I03
11-9151,4.A.2.b.4.I01
11-9151,4.A.4.b.4.I01
11-9151,4.A.4.b.6.I08
11-9151,4.A.4.b.4.I12
11-9151,4.A.2.a.4.I09
11-9151,4.A.4.b.4.I11
11-9151,4.A.3.b.6.I08
11-9151,4.A.4.a.4.I01
11-9151,4.A.4.b.4.I09
11-9151,4.A.4.a.8.I03
11-9151,4.A.1.a.2.I06
11-9151,4.A.3.b.6.I01
11-9151,4.A.4.c.2.I01
11-9161,4.A.4.a.2.I03
11-9161,4.A.3.b.6.I12
11-9161,4.A.4.b.6.I05
11-9161,4.A.4.a.2.I11
11-9161,4.A.2.b.2.I19
11-9161,4.A.2.b.2.I05
11-9161,4.A.3.b.6.I14
11-9161,4.A.1.a.1.I14
11-9161,4.A.2.a.1.I02
11-9161,4.A.4.a.3.I02
11-9161,4.A.4.c.3.I01
11-9161,4.A.4.a.1.I02
11-9161,4.A.4.b.6.I08
11-9161,4.A.4.b.4.I11
11-9161,4.A.3.b.6.I08
11-9161,4.A.1.a.2.I11
11-9161,4.A.1.b.2.I05
11-9161,4.A.4.a.4.I01
11-9161,4.A.2.b.3.I01
11-9161,4.A.2.b.1.I09
11-9161,4.A.3.b.6.I15
11-9161,4.A.3.b.6.I07
11-9161,4.A.4.b.3.I03
11-9171,4.A.3.a.1.I10
11-9171,4.A.2.a.4.I02
11-9171,4.A.2.b.2.I27
11-9171,4.A.4.a.7.I02
11-9171,4.A.2.b.5.I01
11-9171,4.A.4.b.6.I02
11-9171,4.A.2.a.4.I07
11-9171,4.A.1.a.1.I23
11-9171,4.A.3.b.6.I14
11-9171,4.A.4.b.4.I13
11-9171,4.A.4.a.6.I03
11-9171,4.A.4.b.4.I14
11-9171,4.A.2.b.4.I01
11-9171,4.A.4.a.1.I02
11-9171,4.A.4.b.4.I01
11-9171,4.A.4.b.4.I12
11-9171,4.A.3.b.6.I08
11-9171,4.A.2.a.4.I11
11-9171,4.A.2.a.1.I04
11-9171,4.A.1.a.2.I11
11-9171,4.A.2.b.2.I03
11-9171,4.A.4.a.4.I01
11-9171,4.A.4.a.8.I03
11-9171,4.A.2.b.1.I09
11-9171,4.A.1.a.2.I06
11-9171,4.A.4.c.2.I01
11-9171,4.A.4.b.6.I10
11-9179,4.A.4.b.6.I01
11-9179,4.A.3.b.6.I12
11-9179,4.A.4.b.3.I02
11-9179,4.A.4.b.6.I05
11-9179,4.A.2.a.2.I05
11-9179,4.A.2.b.2.I27
11-9179,4.A.2.b.5.I01
11-9179,4.A.4.c.3.I05
11-9179,4.A.2.b.5.I03
11-9179,4.A.2.a.4.I07
11-9179,4.A.1.a.1.I14
11-9179,4.A.4.b.4.I13
11-9179,4.A.3.b.4.I02
11-9179,4.A.2.a.1.I02
11-9179,4.A.4.a.3.I02
11-9179,4.A.4.c.3.I01
11-9179,4.A.3.b.6.I10
11-9179,4.A.1.a.2.I02
11-9179,4.A.1.b.2.I07
11-9179,4.A.4.b.4.I01
11-9179,4.A.4.b.4.I11
11-9179,4.A.4.b.4.I12
11-9179,4.A.3.b.6.I08
11-9179,4.A.2.a.1.I04
11-9179,4.A.2.b.2.I03
11-9179,4.A.2.b.3.I01
11-9179,4.A.4.b.4.I09
11-9179,4.A.4.b.3.I04
11-9179,4.A.2.b.1.I09
11-9179,4.A.4.a.8.I03
11-9179,4.A.4.a.6.I02
11-9179,4.A.4.c.2.I02
11-9179,4.A.4.c.2.I01
11-9199,4.A.1.a.1.I10
11-9199,4.A.2.a.4.I05
11-9199,4.A.4.a.2.I03
11-9199,4.A.2.b.2.I08
11-9199,4.A.4.a.2.I02
11-9199,4.A.4.b.6.I05
11-9199,4.A.4.a.2.I11
11-9199,4.A.1.a.2.I03
11-9199,4.A.2.b.2.I27
11-9199,4.A.4.b.4.I15
11-9199,4.A.4.a.7.I02
11-9199,4.A.4.c.3.I05
11-9199,4.A.2.b.2.I23
11-9199,4.A.2.a.1.I07
11-9199,4.A.2.a.3.I01
11-9199,4.A.2.a.3.I02
11-9199,4.A.2.a.4.I07
11-9199,4.A.2.a.2.I01
11-9199,4.A.2.b.2.I19
11-9199,4.A.1.a.1.I23
11-9199,4.A.2.b.1.I03
11-9199,4.A.4.b.4.I13
11-9199,4.A.3.b.6.I14
11-9199,4.A.1.a.1.I03
11-9199,4.A.2.b.1.I08
11-9199,4.A.4.b.4.I14
11-9199,4.A.2.b.4.I01
11-9199,4.A.1.a.2.I02
11-9199,4.A.4.a.1.I02
11-9199,4.A.4.b.4.I01
11-9199,4.A.4.b.6.I08
11-9199,4.A.2.a.1.I10
11-9199,4.A.4.b.4.I12
11-9199,4.A.3.b.6.I08
11-9199,4.A.4.b.4.I10
11-9199,4.A.1.a.2.I11
11-9199,4.A.2.b.2.I02
11-9199,4.A.4.a.4.I01
11-9199,4.A.1.b.2.I05
11-9199,4.A.2.b.3.I01
11-9199,4.A.4.b.4.I08
11-9199,4.A.4.b.4.I09
11-9199,4.A.2.b.2.I20
11-9199,4.A.2.a.4.I03
11-9199,4.A.4.b.3.I04
11-9199,4.A.2.b.1.I09
11-9199,4.A.3.b.6.I15
11-9199,4.A.4.c.2.I01
11-9199,4.A.3.a.1.I05
11-9199,4.A.3.b.6.I13
11-9199,4.A.4.b.6.I03
11-9199,4.A.1.b.3.I02
11-9199,4.A.1.a.2.I08
11-9199,4.A.4.a.2.I01
11-9199,4.A.3.b.6.I07
11-9199,4.A.2.a.3.I03
13-1011,4.A.4.c.3.I04
13-1011,4.A.4.a.8.I03
13-1011,4.A.2.b.1.I09
13-1011,4.A.4.b.6.I08
13-1011,4.A.3.b.6.I01
13-1011,4.A.4.b.4.I11
13-1011,4.A.4.c.2.I01
13-1011,4.A.4.b.6.I11
13-1011,4.A.4.a.7.I02
13-1011,4.A.4.a.6.I03
13-1011,4.A.4.a.4.I01
13-1011,4.A.1.b.2.I05
13-1011,4.A.2.b.3.I01
13-1020,4.A.1.a.1.I10
13-1020,4.A.2.a.1.I09
13-1020,4.A.4.a.2.I03
13-1020,4.A.2.a.4.I02
13-1020,4.A.4.a.2.I06
13-1020,4.A.4.b.6.I05
13-1020,4.A.4.a.2.I11
13-1020,4.A.4.a.7.I02
13-1020,4.A.1.b.1.I02
13-1020,4.A.4.c.3.I05
13-1020,4.A.2.b.2.I07
13-1020,4.A.2.a.4.I07
13-1020,4.A.2.b.1.I03
13-1020,4.A.2.b.4.I01
13-1020,4.A.1.a.2.I02
13-1020,4.A.4.b.4.I01
13-1020,4.A.4.b.4.I12
13-1020,4.A.2.a.4.I09
13-1020,4.A.1.a.1.I07
13-1020,4.A.2.b.2.I12
13-1020,4.A.3.b.6.I08
13-1020,4.A.2.a.4.I11
13-1020,4.A.2.b.2.I03
13-1020,4.A.4.a.4.I01
13-1020,4.A.4.c.3.I07
13-1020,4.A.4.b.3.I04
13-1020,4.A.4.c.2.I01
13-1020,4.A.4.c.1.I03
13-1020,4.A.2.b.1.I01
13-1031,4.A.2.a.1.I09
13-1031,4.A.4.a.2.I03
13-1031,4.A.2.a.2.I05
13-1031,4.A.4.a.2.I11
13-1031,4.A.4.a.7.I02
13-1031,4.A.4.a.3.I03
13-1031,4.A.2.a.4.I07
13-1031,4.A.4.a.2.I12
13-1031,4.A.2.a.2.I01
13-1031,4.A.1.a.1.I23
13-1031,4.A.3.b.6.I14
13-1031,4.A.1.a.1.I03
13-1031,4.A.4.b.4.I01
13-1031,4.A.4.b.6.I08
13-1031,4.A.4.b.6.I11
13-1031,4.A.3.b.6.I08
13-1031,4.A.2.b.2.I02
13-1031,4.A.1.a.1.I04
13-1031,4.A.4.a.8.I03
13-1031,4.A.2.b.1.I09
13-1031,4.A.3.b.6.I15
13-1031,4.A.3.b.6.I01
13-1031,4.A.4.c.1.I03
13-1031,4.A.2.b.1.I01
13-1031,4.A.2.a.3.I03
13-1032,4.A.1.b.2.I04
13-1032,4.A.3.b.6.I13
13-1032,4.A.2.b.1.I01
13-1032,4.A.4.a.2.I04
13-1032,4.A.2.a.3.I03
13-1041,4.A.4.c.3.I04
13-1041,4.A.1.a.1.I10
13-1041,4.A.4.c.1.I03
13-1041,4.A.4.b.4.I07
13-1041,4.A.4.a.2.I06
13-1041,4.A.4.b.6.I05
13-1041,4.A.4.a.2.I11
13-1041,4.A.1.a.2.I03
13-1041,4.A.4.b.4.I15
13-1041,4.A.4.a.7.I02
13-1041,4.A.4.a.3.I03
13-1041,4.A.2.a.3.I01
13-1041,4.A.3.b.6.I02
13-1041,4.A.2.a.4.I07
13-1041,4.A.2.a.2.I01
13-1041,4.A.1.a.1.I23
13-1041,4.A.3.b.6.I14
13-1041,4.A.3.b.6.I03
13-1041,4.A.1.a.1.I03
13-1041,4.A.1.a.1.I17
13-1041,4.A.1.a.1.I22
13-1041,4.A.2.b.1.I01
13-1041,4.A.3.b.4.I02
13-1041,4.A.4.b.4.I14
13-1041,4.A.2.b.4.I01
13-1041,4.A.1.a.2.I02
13-1041,4.A.4.a.1.I02
13-1041,4.A.1.a.1.I09
13-1041,4.A.4.b.4.I01
13-1041,4.A.1.b.2.I03
13-1041,4.A.4.b.6.I08
13-1041,4.A.4.b.4.I12
13-1041,4.A.2.a.4.I09
13-1041,4.A.4.b.6.I11
13-1041,4.A.3.b.6.I08
13-1041,4.A.1.a.2.I11
13-1041,4.A.1.b.2.I05
13-1041,4.A.4.a.4.I01
13-1041,4.A.4.c.3.I07
13-1041,4.A.2.b.3.I01
13-1041,4.A.3.b.4.I01
13-1041,4.A.4.a.8.I03
13-1041,4.A.2.b.1.I09
13-1041,4.A.4.b.3.I04
13-1041,4.A.3.b.6.I01
13-1041,4.A.1.a.1.I05
13-1041,4.A.4.c.2.I01
13-1041,4.A.3.a.1.I05
13-1041,4.A.3.b.6.I13
13-1041,4.A.3.b.4.I04
13-1041,4.A.1.a.1.I06
13-1041,4.A.2.a.2.I03
13-1041,4.A.4.a.2.I01
13-1041,4.A.4.a.3.I01
13-1041,4.A.2.a.3.I03
13-1051,4.A.3.b.6.I01
13-1051,4.A.4.a.2.I06
13-1051,4.A.2.b.4.I03
13-1051,4.A.1.a.2.I03
13-1051,4.A.2.a.4.I11
13-1051,4.A.4.a.2.I11
13-1051,4.A.3.b.6.I08
13-1051,4.A.4.a.7.I02
13-1051,4.A.1.a.1.I06
13-1051,4.A.2.b.1.I01
13-1051,4.A.1.b.2.I05
13-1051,4.A.2.b.4.I01
13-1051,4.A.2.a.1.I07
13-1071,4.A.4.a.1.I02
13-1071,4.A.4.b.3.I04
13-1071,4.A.3.b.6.I15
13-1071,4.A.4.b.4.I07
13-1071,4.A.1.a.1.I23
13-1071,4.A.2.a.3.I01
13-1071,4.A.4.a.2.I06
13-1071,4.A.3.b.6.I12
13-1071,4.A.4.c.2.I01
13-1071,4.A.4.c.2.I02
13-1071,4.A.2.a.2.I05
13-1071,4.A.3.b.6.I08
13-1071,4.A.4.b.6.I05
13-1071,4.A.2.a.1.I02
13-1071,4.A.1.a.2.I11
13-1071,4.A.4.a.3.I03
13-1071,4.A.2.b.3.I01
13-1074,4.A.4.b.4.I01
13-1074,4.A.4.b.4.I07
13-1074,4.A.4.b.4.I12
13-1074,4.A.4.c.2.I01
13-1074,4.A.4.c.3.I03
13-1074,4.A.4.c.1.I03
13-1075,4.A.2.a.4.I03
13-1075,4.A.4.b.3.I04
13-1075,4.A.4.a.3.I01
13-1075,4.A.3.b.6.I14
13-1075,4.A.4.b.4.I11
13-1075,4.A.1.a.1.I03
13-1075,4.A.4.b.6.I05
13-1075,4.A.1.a.2.I11
13-1075,4.A.4.a.7.I02
13-1075,4.A.2.a.1.I02
13-1075,4.A.4.a.3.I03
13-1075,4.A.2.b.4.I01
13-1075,4.A.2.b.3.I01
13-1081,4.A.4.a.2.I03
13-1081,4.A.4.a.2.I06
13-1081,4.A.2.b.4.I03
13-1081,4.A.3.b.6.I12
13-1081,4.A.2.a.4.I02
13-1081,4.A.4.b.6.I05
13-1081,4.A.1.b.1.I02
13-1081,4.A.4.a.3.I03
13-1081,4.A.2.b.2.I07
13-1081,4.A.2.a.1.I07
13-1081,4.A.2.a.4.I07
13-1081,4.A.1.a.1.I14
13-1081,4.A.2.b.1.I08
13-1081,4.A.2.a.1.I02
13-1081,4.A.4.b.4.I14
13-1081,4.A.2.b.4.I01
13-1081,4.A.1.a.2.I02
13-1081,4.A.4.b.4.I01
13-1081,4.A.4.b.4.I12
13-1081,4.A.2.a.4.I09
13-1081,4.A.1.a.1.I07
13-1081,4.A.3.b.6.I08
13-1081,4.A.2.a.4.I11
13-1081,4.A.2.b.2.I03
13-1081,4.A.4.a.4.I01
13-1081,4.A.4.c.3.I07
13-1081,4.A.2.b.3.I01
13-1081,4.A.2.b.2.I20
13-1081,4.A.3.b.6.I15
13-1081,4.A.2.b.2.I09
13-1081,4.A.3.b.6.I01
13-1081,4.A.2.b.2.I11
13-1081,4.A.4.c.3.I03
13-1081,4.A.4.c.1.I03
13-1081,4.A.2.b.1.I01
13-1081,4.A.3.b.6.I07
13-1082,4.A.4.b.4.I01
13-1082,4.A.4.b.4.I06
13-1082,4.A.3.b.6.I15
13-1082,4.A.3.b.6.I01
13-1082,4.A.4.b.4.I13
13-1082,4.A.4.a.2.I06
13-1082,4.A.3.b.6.I03
13-1082,4.A.4.c.2.I01
13-1082,4.A.4.b.4.I12
13-1082,4.A.4.a.2.I03
13-1082,4.A.4.a.1.I01
13-1082,4.A.1.a.2.I03
13-1082,4.A.4.b.4.I10
13-1082,4.A.1.a.1.I06
13-1082,4.A.2.b.6.I02
13-1082,4.A.4.a.2.I04
13-1082,4.A.2.b.4.I01
13-1082,4.A.2.b.1.I10
13-1111,4.A.2.a.4.I07
13-1111,4.A.4.b.3.I04
13-1111,4.A.4.a.2.I06
13-1111,4.A.2.b.4.I03
13-1111,4.A.3.b.6.I03
13-1111,4.A.3.b.6.I12
13-1111,4.A.2.b.1.I07
13-1111,4.A.4.b.6.I05
13-1111,4.A.2.a.4.I11
13-1111,4.A.1.a.1.I06
13-1111,4.A.1.a.1.I09
13-1121,4.A.4.a.2.I06
13-1121,4.A.4.a.2.I11
13-1121,4.A.4.a.7.I02
13-1121,4.A.2.a.2.I01
13-1121,4.A.2.b.1.I03
13-1121,4.A.1.a.1.I17
13-1121,4.A.4.a.6.I03
13-1121,4.A.1.a.1.I09
13-1121,4.A.4.b.4.I01
13-1121,4.A.4.b.4.I11
13-1121,4.A.4.b.4.I12
13-1121,4.A.2.b.2.I12
13-1121,4.A.1.a.2.I11
13-1121,4.A.1.b.2.I05
13-1121,4.A.2.b.3.I01
13-1121,4.A.4.a.8.I03
13-1121,4.A.4.b.3.I04
13-1121,4.A.2.b.2.I09
13-1121,4.A.3.b.6.I01
13-1121,4.A.4.c.2.I01
13-1131,4.A.4.b.4.I07
13-1131,4.A.3.b.6.I12
13-1131,4.A.1.a.2.I03
13-1131,4.A.2.b.2.I27
13-1131,4.A.4.a.6.I03
13-1131,4.A.4.a.1.I02
13-1131,4.A.4.b.4.I01
13-1131,4.A.4.b.4.I12
13-1131,4.A.4.b.4.I11
13-1131,4.A.2.b.2.I12
13-1131,4.A.3.b.6.I08
13-1131,4.A.2.b.2.I03
13-1131,4.A.4.a.4.I01
13-1131,4.A.4.b.4.I09
13-1131,4.A.4.a.1.I04
13-1131,4.A.2.b.2.I09
13-1131,4.A.3.b.6.I01
13-1131,4.A.3.b.6.I07
13-1131,4.A.2.a.3.I03
13-1141,4.A.2.a.4.I07
13-1141,4.A.4.b.3.I04
13-1141,4.A.3.b.6.I15
13-1141,4.A.4.c.2.I02
13-1141,4.A.4.b.4.I12
13-1141,4.A.3.b.6.I03
13-1141,4.A.4.b.6.I05
13-1141,4.A.3.b.6.I08
13-1141,4.A.2.a.4.I11
13-1141,4.A.4.a.2.I11
13-1141,4.A.1.a.2.I11
13-1141,4.A.4.a.7.I02
13-1141,4.A.2.a.1.I02
13-1141,4.A.4.a.3.I03
13-1141,4.A.2.b.4.I01
13-1141,4.A.1.a.1.I09
13-1151,4.A.4.b.3.I04
13-1151,4.A.4.b.4.I01
13-1151,4.A.4.b.4.I07
13-1151,4.A.3.b.6.I01
13-1151,4.A.3.b.6.I12
13-1151,4.A.4.b.6.I05
13-1151,4.A.1.a.2.I03
13-1151,4.A.2.a.1.I02
13-1151,4.A.4.a.7.I02
13-1151,4.A.2.b.3.I01
13-1151,4.A.1.a.1.I09
13-1161,4.A.2.a.4.I02
13-1161,4.A.4.a.2.I06
13-1161,4.A.2.b.4.I03
13-1161,4.A.1.a.2.I03
13-1161,4.A.4.a.3.I03
13-1161,4.A.2.b.2.I07
13-1161,4.A.2.a.1.I07
13-1161,4.A.3.b.6.I03
13-1161,4.A.4.b.6.I04
13-1161,4.A.2.a.1.I02
13-1161,4.A.2.b.4.I01
13-1161,4.A.4.c.3.I01
13-1161,4.A.1.a.1.I09
13-1161,4.A.4.b.4.I01
13-1161,4.A.4.b.4.I12
13-1161,4.A.2.b.2.I03
13-1161,4.A.2.b.2.I02
13-1161,4.A.3.b.1.I01
13-1161,4.A.2.b.3.I01
13-1161,4.A.4.a.2.I09
13-1161,4.A.2.b.2.I18
13-1161,4.A.2.b.1.I09
13-1161,4.A.1.a.1.I06
13-1199,4.A.4.c.3.I04
13-1199,4.A.1.a.1.I10
13-1199,4.A.3.b.6.I12
13-1199,4.A.2.b.4.I03
13-1199,4.A.4.b.6.I05
13-1199,4.A.1.a.2.I03
13-1199,4.A.1.b.1.I02
13-1199,4.A.4.c.3.I05
13-1199,4.A.2.b.2.I07
13-1199,4.A.2.a.1.I07
13-1199,4.A.3.b.6.I02
13-1199,4.A.2.a.4.I07
13-1199,4.A.3.b.4.I03
13-1199,4.A.2.b.2.I19
13-1199,4.A.2.a.2.I01
13-1199,4.A.2.b.2.I24
13-1199,4.A.2.b.2.I05
13-1199,4.A.1.a.1.I23
13-1199,4.A.3.b.6.I03
13-1199,4.A.1.a.1.I03
13-1199,4.A.4.a.6.I03
13-1199,4.A.2.b.4.I01
13-1199,4.A.4.a.5.I05
13-1199,4.A.4.b.4.I01
13-1199,4.A.4.b.4.I12
13-1199,4.A.2.a.4.I09
13-1199,4.A.1.a.1.I07
13-1199,4.A.2.b.2.I12
13-1199,4.A.3.b.6.I08
13-1199,4.A.2.a.4.I11
13-1199,4.A.1.a.2.I11
13-1199,4.A.2.b.2.I03
13-1199,4.A.1.b.2.I05
13-1199,4.A.2.b.3.I01
13-1199,4.A.2.b.2.I20
13-1199,4.A.2.a.4.I03
13-1199,4.A.2.b.2.I18
13-1199,4.A.4.b.3.I04
13-1199,4.A.4.a.8.I03
13-1199,4.A.3.b.6.I15
13-1199,4.A.2.b.1.I09
13-1199,4.A.2.b.2.I09
13-1199,4.A.3.b.6.I01
13-1199,4.A.3.b.4.I04
13-1199,4.A.4.c.3.I03
13-1199,4.A.1.a.1.I06
13-1199,4.A.4.c.1.I03
13-1199,4.A.2.b.1.I01
13-1199,4.A.3.b.6.I07
13-1199,4.A.3.a.2.I20
13-2011,4.A.4.c.1.I03
13-2011,4.A.2.a.2.I01
13-2011,4.A.2.a.1.I09
13-2011,4.A.3.b.6.I01
13-2011,4.A.4.a.2.I03
13-2011,4.A.4.a.2.I06
13-2011,4.A.4.b.4.I12
13-2011,4.A.1.a.1.I03
13-2011,4.A.2.b.4.I03
13-2011,4.A.4.b.6.I11
13-2011,4.A.4.b.6.I05
13-2011,4.A.1.b.3.I03
13-2011,4.A.2.a.4.I11
13-2011,4.A.2.a.1.I02
13-2011,4.A.4.b.4.I14
13-2011,4.A.2.a.3.I03
13-2011,4.A.4.b.4.I09
13-2020,4.A.2.b.1.I04
13-2020,4.A.2.a.1.I09
13-2020,4.A.2.a.4.I02
13-2020,4.A.3.b.6.I12
13-2020,4.A.2.b.4.I03
13-2020,4.A.2.a.2.I05
13-2020,4.A.2.a.4.I07
13-2020,4.A.2.a.2.I01
13-2020,4.A.3.b.6.I05
13-2020,4.A.3.b.6.I03
13-2020,4.A.3.b.1.I06
13-2020,4.A.4.a.1.I02
13-2020,4.A.4.b.6.I11
13-2020,4.A.3.b.6.I08
13-2020,4.A.1.b.2.I06
13-2020,4.A.1.a.1.I04
13-2020,4.A.2.b.3.I01
13-2020,4.A.2.b.2.I18
13-2020,4.A.2.b.1.I09
13-2020,4.A.4.a.1.I04
13-2020,4.A.3.b.6.I01
13-2020,4.A.2.a.2.I03
13-2020,4.A.2.b.2.I06
13-2020,4.A.2.b.1.I01
13-2020,4.A.4.a.3.I01
13-2020,4.A.2.a.3.I03
13-2031,4.A.2.a.2.I01
13-2031,4.A.4.a.3.I01
13-2031,4.A.3.b.6.I01
13-2031,4.A.4.a.2.I06
13-2031,4.A.4.b.6.I11
13-2031,4.A.2.a.4.I11
13-2031,4.A.1.b.1.I02
13-2031,4.A.1.a.1.I04
13-2031,4.A.2.b.4.I01
13-2041,4.A.2.a.4.I03
13-2041,4.A.2.a.4.I07
13-2041,4.A.4.a.8.I03
13-2041,4.A.4.c.3.I04
13-2041,4.A.2.a.1.I09
13-2041,4.A.3.b.6.I01
13-2041,4.A.2.a.4.I02
13-2041,4.A.4.b.6.I11
13-2041,4.A.3.b.6.I13
13-2041,4.A.4.a.2.I11
13-2041,4.A.2.a.4.I11
13-2041,4.A.2.a.3.I03
13-2051,4.A.2.a.1.I09
13-2051,4.A.4.a.2.I06
13-2051,4.A.4.a.1.I01
13-2051,4.A.2.a.4.I02
13-2051,4.A.4.b.6.I05
13-2051,4.A.4.a.2.I11
13-2051,4.A.1.b.1.I02
13-2051,4.A.4.c.3.I05
13-2051,4.A.4.a.3.I03
13-2051,4.A.4.b.4.I01
13-2051,4.A.4.b.6.I11
13-2051,4.A.2.a.4.I11
13-2051,4.A.4.a.4.I01
13-2051,4.A.2.b.3.I01
13-2051,4.A.2.a.4.I03
13-2051,4.A.2.b.2.I18
13-2051,4.A.4.b.3.I04
13-2051,4.A.2.b.2.I09
13-2051,4.A.3.b.6.I13
13-2051,4.A.2.b.1.I01
13-2052,4.A.4.a.8.I03
13-2052,4.A.2.b.1.I09
13-2052,4.A.4.a.1.I04
13-2052,4.A.1.a.1.I23
13-2052,4.A.2.a.1.I09
13-2052,4.A.3.b.6.I01
13-2052,4.A.1.b.3.I03
13-2052,4.A.2.a.4.I02
13-2052,4.A.4.b.6.I11
13-2052,4.A.4.a.2.I11
13-2052,4.A.1.b.1.I02
13-2052,4.A.4.c.1.I03
13-2052,4.A.4.a.4.I01
13-2053,4.A.4.a.1.I02
13-2053,4.A.2.a.4.I03
13-2053,4.A.2.a.2.I01
13-2053,4.A.2.a.1.I09
13-2053,4.A.2.b.1.I03
13-2053,4.A.2.a.4.I06
13-2054,4.A.2.a.4.I02
13-2054,4.A.2.b.4.I03
13-2054,4.A.4.b.6.I05
13-2054,4.A.4.a.2.I11
13-2054,4.A.1.a.2.I03
13-2054,4.A.4.a.3.I03
13-2054,4.A.2.b.2.I19
13-2054,4.A.3.b.6.I14
13-2054,4.A.2.a.4.I09
13-2054,4.A.4.b.6.I11
13-2054,4.A.3.b.6.I08
13-2054,4.A.2.a.4.I11
13-2054,4.A.2.b.3.I01
13-2054,4.A.2.a.4.I03
13-2054,4.A.2.b.2.I18
13-2054,4.A.4.a.1.I04
13-2054,4.A.2.b.2.I09
13-2054,4.A.3.b.6.I01
13-2054,4.A.1.a.1.I06
13-2054,4.A.2.b.1.I01
13-2061,4.A.4.b.4.I01
13-2061,4.A.4.b.3.I04
13-2061,4.A.3.b.6.I15
13-2061,4.A.2.a.2.I01
13-2061,4.A.2.b.1.I09
13-2061,4.A.4.b.6.I08
13-2061,4.A.2.a.4.I09
13-2061,4.A.1.a.2.I03
13-2061,4.A.4.a.2.I11
13-2061,4.A.2.b.4.I01
13-2061,4.A.2.a.3.I03
13-2061,4.A.2.a.3.I01
13-2061,4.A.1.a.2.I02
13-2071,4.A.4.a.1.I02
13-2071,4.A.4.a.8.I03
13-2071,4.A.4.a.1.I04
13-2071,4.A.1.a.1.I23
13-2071,4.A.2.a.1.I09
13-2071,4.A.1.b.3.I03
13-2071,4.A.2.b.2.I09
13-2071,4.A.3.b.6.I01
13-2071,4.A.4.b.6.I11
13-2071,4.A.3.b.6.I13
13-2071,4.A.4.a.7.I02
13-2071,4.A.4.c.1.I03
13-2071,4.A.4.a.5.I01
13-2071,4.A.2.a.3.I03
13-2072,4.A.2.a.1.I09
13-2072,4.A.2.a.4.I02
13-2072,4.A.2.a.2.I05
13-2072,4.A.4.a.2.I11
13-2072,4.A.4.b.6.I02
13-2072,4.A.4.a.3.I03
13-2072,4.A.2.a.2.I01
13-2072,4.A.1.a.1.I23
13-2072,4.A.2.b.1.I03
13-2072,4.A.4.a.6.I03
13-2072,4.A.2.b.4.I01
13-2072,4.A.4.b.4.I01
13-2072,4.A.4.b.6.I11
13-2072,4.A.3.b.6.I08
13-2072,4.A.1.a.1.I04
13-2072,4.A.2.b.3.I01
13-2072,4.A.4.a.8.I03
13-2072,4.A.4.a.1.I04
13-2072,4.A.2.b.2.I09
13-2072,4.A.1.b.3.I03
13-2072,4.A.3.b.6.I01
13-2072,4.A.4.c.1.I03
13-2072,4.A.2.a.3.I03
13-2081,4.A.3.b.6.I02
13-2081,4.A.4.a.1.I02
13-2081,4.A.4.a.3.I03
13-2081,4.A.4.a.8.I03
13-2081,4.A.4.c.3.I04
13-2081,4.A.2.a.2.I01
13-2081,4.A.2.a.1.I09
13-2081,4.A.2.b.2.I09
13-2081,4.A.3.b.6.I14
13-2081,4.A.4.b.4.I12
13-2081,4.A.1.a.1.I03
13-2081,4.A.3.b.6.I08
13-2081,4.A.4.a.2.I11
13-2081,4.A.4.a.7.I02
13-2081,4.A.1.a.1.I04
13-2081,4.A.2.b.3.I01
13-2081,4.A.4.a.3.I01
13-2081,4.A.2.a.3.I03
13-2082,4.A.4.a.1.I02
13-2082,4.A.4.a.8.I03
13-2082,4.A.2.a.2.I01
13-2082,4.A.1.a.1.I23
13-2082,4.A.2.b.2.I09
13-2082,4.A.1.b.3.I03
