SOC Code,4.A.1.a.1.I01,4.A.1.a.1.I02,4.A.1.a.1.I03,4.A.1.a.1.I04,4.A.1.a.1.I05,4.A.1.a.1.I06,4.A.1.a.1.I07,4.A.1.a.1.I08,4.A.1.a.1.I09,4.A.1.a.1.I10,4.A.1.a.1.I11,4.A.1.a.1.I12,4.A.1.a.1.I13,4.A.1.a.1.I14,4.A.1.a.1.I15,4.A.1.a.1.I16,4.A.1.a.1.I17,4.A.1.a.1.I18,4.A.1.a.1.I19,4.A.1.a.1.I20,4.A.1.a.1.I21,4.A.1.a.1.I22,4.A.1.a.1.I23,4.A.1.a.2.I01,4.A.1.a.2.I02,4.A.1.a.2.I03,4.A.1.a.2.I04,4.A.1.a.2.I05,4.A.1.a.2.I06,4.A.1.a.2.I07,4.A.1.a.2.I08,4.A.1.a.2.I09,4.A.1.a.2.I10,4.A.1.a.2.I11,4.A.1.b.1.I01,4.A.1.b.1.I02,4.A.1.b.2.I01,4.A.1.b.2.I02,4.A.1.b.2.I03,4.A.1.b.2.I04,4.A.1.b.2.I05,4.A.1.b.2.I06,4.A.1.b.2.I07,4.A.1.b.2.I08,4.A.1.b.2.I09,4.A.1.b.2.I10,4.A.1.b.2.I11,4.A.1.b.2.I12,4.A.1.b.3.I01,4.A.1.b.3.I02,4.A.1.b.3.I03,4.A.1.b.3.I04,4.A.1.b.3.I05,4.A.2.a.1.I01,4.A.2.a.1.I02,4.A.2.a.1.I03,4.A.2.a.1.I04,4.A.2.a.1.I05,4.A.2.a.1.I06,4.A.2.a.1.I07,4.A.2.a.1.I08,4.A.2.a.1.I09,4.A.2.a.1.I10,4.A.2.a.2.I01,4.A.2.a.2.I02,4.A.2.a.2.I03,4.A.2.a.2.I04,4.A.2.a.2.I05,4.A.2.a.3.I01,4.A.2.a.3.I02,4.A.2.a.3.I03,4.A.2.a.3.I04,4.A.2.a.4.I01,4.A.2.a.4.I02,4.A.2.a.4.I03,4.A.2.a.4.I04,4.A.2.a.4.I05,4.A.2.a.4.I06,4.A.2.a.4.I07,4.A.2.a.4.I08,4.A.2.a.4.I09,4.A.2.a.4.I10,4.A.2.a.4.I11,4.A.2.a.4.I12,4.A.2.b.1.I01,4.A.2.b.1.I02,4.A.2.b.1.I03,4.A.2.b.1.I04,4.A.2.b.1.I05,4.A.2.b.1.I06,4.A.2.b.1.I07,4.A.2.b.1.I08,4.A.2.b.1.I09,4.A.2.b.1.I10,4.A.2.b.1.I11,4.A.2.b.2.I01,4.A.2.b.2.I02,4.A.2.b.2.I03,4.A.2.b.2.I04,4.A.2.b.2.I05,4.A.2.b.2.I06,4.A.2.b.2.I07,4.A.2.b.2.I08,4.A.2.b.2.I09,4.A.2.b.2.I10,4.A.2.b.2.I11,4.A.2.b.2.I12,4.A.2.b.2.I13,4.A.2.b.2.I14,4.A.2.b.2.I15,4.A.2.b.2.I16,4.A.2.b.2.I17,4.A.2.b.2.I18,4.A.2.b.2.I19,4.A.2.b.2.I20,4.A.2.b.2.I21,4.A.2.b.2.I22,4.A.2.b.2.I23,4.A.2.b.2.I24,4.A.2.b.2.I25,4.A.2.b.2.I26,4.A.2.b.2.I27,4.A.2.b.3.I01,4.A.2.b.4.I01,4.A.2.b.4.I02,4.A.2.b.4.I03,4.A.2.b.5.I01,4.A.2.b.5.I02,4.A.2.b.5.I03,4.A.2.b.6.I01,4.A.2.b.6.I02,4.A.3.a.1.I01,4.A.3.a.1.I02,4.A.3.a.1.I03,4.A.3.a.1.I04,4.A.3.a.1.I05,4.A.3.a.1.I06,4.A.3.a.1.I07,4.A.3.a.1.I08,4.A.3.a.1.I09,4.A.3.a.1.I10,4.A.3.a.1.I11,4.A.3.a.1.I12,4.A.3.a.1.I13,4.A.3.a.1.I14,4.A.3.a.1.I15,4.A.3.a.1.I16,4.A.3.a.1.I17,4.A.3.a.2.I01,4.A.3.a.2.I02,4.A.3.a.2.I03,4.A.3.a.2.I04,4.A.3.a.2.I05,4.A.3.a.2.I06,4.A.3.a.2.I07,4.A.3.a.2.I08,4.A.3.a.2.I09,4.A.3.a.2.I10,4.A.3.a.2.I11,4.A.3.a.2.I12,4.A.3.a.2.I13,4.A.3.a.2.I14,4.A.3.a.2.I15,4.A.3.a.2.I16,4.A.3.a.2.I17,4.A.3.a.2.I18,4.A.3.a.2.I19,4.A.3.a.2.I20,4.A.3.a.2.I21,4.A.3.a.2.I22,4.A.3.a.2.I23,4.A.3.a.2.I24,4.A.3.a.2.I25,4.A.3.a.2.I26,4.A.3.a.2.I27,4.A.3.a.2.I28,4.A.3.a.2.I29,4.A.3.a.2.I30,4.A.3.a.2.I31,4.A.3.a.2.I32,4.A.3.a.2.I33,4.A.3.a.2.I34,4.A.3.a.2.I35,4.A.3.a.2.I36,4.A.3.a.2.I37,4.A.3.a.2.I38,4.A.3.a.2.I39,4.A.3.a.2.I40,4.A.3.a.2.I41,4.A.3.a.2.I42,4.A.3.a.2.I43,4.A.3.a.2.I44,4.A.3.a.2.I45,4.A.3.a.2.I46,4.A.3.a.2.I47,4.A.3.a.3.I01,4.A.3.a.3.I02,4.A.3.a.3.I03,4.A.3.a.3.I04,4.A.3.a.3.I05,4.A.3.a.3.I06,4.A.3.a.3.I07,4.A.3.a.3.I08,4.A.3.a.3.I09,4.A.3.a.3.I10,4.A.3.a.3.I11,4.A.3.a.3.I12,4.A.3.a.4.I01,4.A.3.b.1.I01,4.A.3.b.1.I02,4.A.3.b.1.I03,4.A.3.b.1.I04,4.A.3.b.1.I05,4.A.3.b.1.I06,4.A.3.b.4.I01,4.A.3.b.4.I02,4.A.3.b.4.I03,4.A.3.b.4.I04,4.A.3.b.4.I05,4.A.3.b.4.I06,4.A.3.b.4.I07,4.A.3.b.4.I08,4.A.3.b.4.I09,4.A.3.b.6.I01,4.A.3.b.6.I02,4.A.3.b.6.I03,4.A.3.b.6.I04,4.A.3.b.6.I05,4.A.3.b.6.I06,4.A.3.b.6.I07,4.A.3.b.6.I08,4.A.3.b.6.I09,4.A.3.b.6.I10,4.A.3.b.6.I11,4.A.3.b.6.I12,4.A.3.b.6.I13,4.A.3.b.6.I14,4.A.3.b.6.I15,4.A.3.b.6.I16,4.A.4.a.1.I01,4.A.4.a.1.I02,4.A.4.a.1.I03,4.A.4.a.1.I04,4.A.4.a.1.I05,4.A.4.a.2.I01,4.A.4.a.2.I02,4.A.4.a.2.I03,4.A.4.a.2.I04,4.A.4.a.2.I05,4.A.4.a.2.I06,4.A.4.a.2.I07,4.A.4.a.2.I08,4.A.4.a.2.I09,4.A.4.a.2.I10,4.A.4.a.2.I11,4.A.4.a.2.I12,4.A.4.a.2.I13,4.A.4.a.3.I01,4.A.4.a.3.I02,4.A.4.a.3.I03,4.A.4.a.4.I01,4.A.4.a.5.I01,4.A.4.a.5.I02,4.A.4.a.5.I03,4.A.4.a.5.I04,4.A.4.a.5.I05,4.A.4.a.5.I06,4.A.4.a.5.I07,4.A.4.a.5.I08,4.A.4.a.5.I09,4.A.4.a.5.I10,4.A.4.a.5.I11,4.A.4.a.5.I12,4.A.4.a.6.I01,4.A.4.a.6.I02,4.A.4.a.6.I03,4.A.4.a.7.I01,4.A.4.a.7.I02,4.A.4.a.7.I03,4.A.4.a.8.I01,4.A.4.a.8.I02,4.A.4.a.8.I03,4.A.4.b.3.I01,4.A.4.b.3.I02,4.A.4.b.3.I03,4.A.4.b.3.I04,4.A.4.b.3.I05,4.A.4.b.3.I06,4.A.4.b.4.I01,4.A.4.b.4.I02,4.A.4.b.4.I03,4.A.4.b.4.I04,4.A.4.b.4.I05,4.A.4.b.4.I06,4.A.4.b.4.I07,4.A.4.b.4.I08,4.A.4.b.4.I09,4.A.4.b.4.I10,4.A.4.b.4.I11,4.A.4.b.4.I12,4.A.4.b.4.I13,4.A.4.b.4.I14,4.A.4.b.4.I15,4.A.4.b.4.I16,4.A.4.b.5.I01,4.A.4.b.5.I02,4.A.4.b.6.I01,4.A.4.b.6.I02,4.A.4.b.6.I03,4.A.4.b.6.I04,4.A.4.b.6.I05,4.A.4.b.6.I06,4.A.4.b.6.I07,4.A.4.b.6.I08,4.A.4.b.6.I09,4.A.4.b.6.I10,4.A.4.b.6.I11,4.A.4.c.1.I01,4.A.4.c.1.I02,4.A.4.c.1.I03,4.A.4.c.1.I04,4.A.4.c.1.I05,4.A.4.c.1.I06,4.A.4.c.2.I01,4.A.4.c.2.I02,4.A.4.c.3.I01,4.A.4.c.3.I02,4.A.4.c.3.I03,4.A.4.c.3.I04,4.A.4.c.3.I05,4.A.4.c.3.I06,4.A.4.c.3.I07
11-1011,0.0,0.0,8.939213233527807,0.0,0.0,0.0,0.0,0.0,0.0,13.361406710853911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.369505357061582,0.0,7.369505357061582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.178251320828075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.229326629477384,0.0,9.126109726947389,0.0,0.0,0.0,0.0,0.0,10.621593313102837,0.0,0.0,0.0,0.0,0.0,0.0,10.331145285390724,0.0,0.0,0.0,0.0,7.457830432832191,0.0,18.079423745935028,0.0,33.452514042913165,0.0,8.702941601225595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.15592886799088,0.0,0.0,0.0,0.0,28.603614679556912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.78985928254913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.21295471364733,7.73988236693595,11.471641984126618,14.420007401773285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.665343012465094,0.0,0.0,0.0,0.0,0.0,10.056106996174627,14.420007401773285,0.0,0.0,0.0,0.0,0.0,0.0,33.17629073006253,0.0,0.0,16.473044439794158,0.0,0.0,0.0,0.0,0.0,40.40244551680231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.852456229931555,0.0,0.0,8.939213233527807,30.677626644329386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.835204291891289,0.0,13.37525269789592,15.590635103514987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.63573738349529,10.251336673956143,0.0,0.0,0.0,0.0,13.261088789358144,20.112213992349254,49.60857495436772,6.614428348509278,24.900488487717098,65.15992619167935,15.86167020699295,0.0,0.0,0.0,0.0,9.126109726947389,0.0,0.0,0.0,0.0,7.464924423472348,0.0,0.0,8.702941601225595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.543173806720636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-1021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.212339956637226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.607734498821415,0.0,0.0,0.0,17.607734498821415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4429330699604423,22.86025233146668,0.0,0.0,0.0,0.0,16.392800427084595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9068396579180207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.840878627158737,0.0,19.77407723272559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.63680380240811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.24747690277668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.319021193858775,3.4429330699604423,0.0,56.517691863462936,13.616323211317116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4429330699604423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.24747690277668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-1031,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.724075559169181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.088795472294006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.655724450071821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27713675364389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.963883077643915,0.0,0.0,0.0,0.0,18.479841097140785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.873133438479595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23407006427884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86002934648543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.509036231593969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.731515425586384,0.0,0.0,0.0,0.0,0.0,16.765997056053607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.648400215365069,0.0,8.86002934648543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.525770387731138,0.0,0.0,6.088795472294006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.723132223206527,0.0,11.724075559169181,15.348314647880601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.236247955950654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.698196213251882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.288040305944222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.367378995211542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.929668245369506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.626989495230458,0.0,0.0,0.0,0.0,23.30946910611464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.021428800170417,0.0,0.0,0.0,0.0,0.0,47.951365803330944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.197404733020647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.473239484789113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.781425113402175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.420995068287198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.517153659230988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3680011445579,28.927537017455258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.714133539391863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.359574362453483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.313708498984761,0.0,0.0,5.856342783782501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.782689577865838,0.0,0.0,0.0,12.041973979288537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.210073671684471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.618651119259144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.414147464833801,0.0,0.0,0.0,0.0,0.0,4.246714186642192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.029922919253757,0.0,0.0,0.0,0.0,0.0,0.0,20.80635585409,0.0,0.0,0.0,0.0,0.0,11.313708498984761,0.0,12.041973979288537,0.0,0.0,32.02816672358054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.954003536943436,0.0,0.0,7.913897263085575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
